City,Company,Size,Type,Revenue,Headquarter,Founded,Industry,Job,Internship,Base_Pay,Low,25_%,75_%,High,Additional_Pay_Avg,Cash_Bonus,Stock_Bonus,Total_Pay,Confidence,Reviews,Jobs,Salaries,Interviews,Benefits
"arlington, va",Sierra Nevada Corporation,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Sparks, NV",1963.0,Aerospace & Defense,"Sierra Nevada Corporation Data Scientist Salaries in Washington, DC Area",0,"$150,112",$79K,$93K,$168K,$168K,$509,$509 Avg,$509 Avg,"$150,112",High Confidence,702,229,1.7k,136,228
"arlington, va",Comscore,1001 to 5000 Employees,Company - Public (SCOR),$100 to $500 million (USD),"Reston, VA",1999.0,Advertising & Marketing,"Comscore Data Scientist Salaries in Washington, DC Area",0,"$94,775",$88K,$90K,$104K,$107K,0,0,0,"$94,775",Low Confidence,545,39,1.5k,188,227
"Atlanta, GA",The Home Depot,10000+ Employees,Company - Public (HD),$10+ billion (USD),"Atlanta, GA",1978.0,Home Centers & Hardware Stores,"The Home Depot Data Scientist Salaries in Atlanta, GA Area",0,"$112,818",$90K,$101K,$128K,$148K,"$4,218","$3,145 Avg","$3,145 Avg","$115,255",Very High Confidence,32k,24k,71k,5.6k,6.7k
"Atlanta, GA",The Home Depot,10000+ Employees,Company - Public (HD),$10+ billion (USD),"Atlanta, GA",1978.0,Home Centers & Hardware Stores,"The Home Depot Data Scientist Salaries in Atlanta, GA Area",0,"$112,818",$90K,$101K,$128K,$148K,"$4,218","$3,145 Avg","$3,145 Avg","$115,255",Very High Confidence,32k,24k,71k,5.6k,6.7k
"Atlanta, GA",Cox Automotive,10000+ Employees,Company - Private,Unknown / Non-Applicable,"Atlanta, GA",2014.0,IT Services,"Cox Automotive Data Scientist Salaries in Atlanta, GA Area",0,"$98,933",$93K,0,0,$133K,"$16,489","$16,489 Avg","$16,489 Avg","$98,933",Very High Confidence,1.1k,790,2.4k,180,605
"Atlanta, GA",Equifax,10000+ Employees,Company - Public (EFX),$2 to $5 billion (USD),"Atlanta, GA",1899.0,Financial Analytics & Research,"Equifax Data Scientist Salaries in Atlanta, GA Area",0,"$98,904",$70K,$78K,$105K,$122K,"$10,483","$10,483 Avg","$10,483 Avg","$98,909",Very High Confidence,1.8k,612,3.2k,335,531
"Atlanta, GA",Truist,10000+ Employees,Company - Public (TFC),Unknown / Non-Applicable,"Charlotte, NC",2019.0,Investment Banking & Asset Management,"Truist Data Scientist Salaries in Atlanta, GA Area",0,"$92,202",$83K,$88K,$95K,$113K,"$13,349","$13,349 Avg","$13,349 Avg","$92,675",Very High Confidence,575,1.3k,1.5k,62,210
"Atlanta, GA",Feedzai,201 to 500 Employees,Company - Private,$50 to $100 million (USD),"San Mateo, CA",2009.0,Computer Hardware & Software,"Feedzai Data Scientist Salaries in Atlanta, GA Area",0,"$108,135",$89K,$91K,$113K,$128K,"$22,638","$19,341 Avg","$19,341 Avg","$108,135",Very High Confidence,181,73,247,68,95
"Atlanta, GA",NCR,10000+ Employees,Company - Public (NCR),$5 to $10 billion (USD),"Atlanta, GA",1884.0,Computer Hardware & Software,"NCR Data Scientist Salaries in Atlanta, GA Area",0,"$96,135",$86K,$89K,$103K,$103K,"$3,816","$3,816 Avg","$3,816 Avg","$97,846",Very High Confidence,4.9k,1.1k,6.4k,891,1.4k
"Atlanta, GA",Georgia-Pacific,10000+ Employees,Subsidiary or Business Segment,$10+ billion (USD),"Atlanta, GA",1928.0,Consumer Products Manufacturing,"Georgia-Pacific Data Scientist Salaries in Atlanta, GA Area",0,"$93,821",$79K,$88K,$106K,$126K,"$5,223","$5,223 Avg","$5,223 Avg","$94,746",Very High Confidence,2.0k,838,3.9k,453,457
"Atlanta, GA",Cox Communications,10000+ Employees,Company - Private,$10+ billion (USD),"Atlanta, GA",1962.0,"Cable, Internet & Telephone Providers","Cox Communications Data Scientist Salaries in Atlanta, GA Area",0,"$106,858",$95K,$102K,$118K,$121K,"$8,114","$8,114 Avg","$8,114 Avg","$112,433",Very High Confidence,2.9k,0,4.3k,564,1.1k
"Atlanta, GA",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in Atlanta, GA Area",0,"$131,738",$79K,0,0,$151K,"$2,071","$2,071 Avg","$2,071 Avg","$131,738",High Confidence,76k,19k,127k,11k,22k
"Atlanta, GA",ADP,10000+ Employees,Company - Public (ADP),$10+ billion (USD),"Roseland, NJ",1949.0,Consulting,"ADP Data Scientist Salaries in Atlanta, GA Area",0,"$100,933",$98K,$98K,$127K,$128K,0,0,0,"$100,933",High Confidence,14k,2.7k,20k,3.4k,3.9k
"Atlanta, GA",Booz Allen Hamilton,10000+ Employees,Company - Public (BAH),$5 to $10 billion (USD),"McLean, VA",1914.0,Consulting,"Booz Allen Hamilton Data Scientist Salaries in Atlanta, GA Area",0,"$87,069",$70K,$70K,$93K,$102K,0,0,0,"$87,069",Very High Confidence,6.5k,2.7k,16k,1.7k,2.0k
"Atlanta, GA",Honeywell,10000+ Employees,Company - Public (HON),$10+ billion (USD),"Charlotte, NC",1885.0,Computer Hardware & Software,"Honeywell Data Scientist Salaries in Atlanta, GA Area",0,"$102,738",$91K,$97K,$113K,$114K,"$5,344","$5,344 Avg","$5,344 Avg","$102,738",High Confidence,14k,5.6k,20k,2.4k,4.9k
"Atlanta, GA",LexisNexis Risk Solutions,1001 to 5000 Employees,Company - Public,$2 to $5 billion (USD),"Alpharetta, GA",2000.0,Consulting,"LexisNexis Risk Solutions Data Scientist Salaries in Atlanta, GA Area",0,"$71,489",$67K,$67K,$100K,$101K,"$2,036","$2,036 Avg","$2,036 Avg","$71,489",Very High Confidence,673,0,1.5k,127,274
"Atlanta, GA",KPMG,10000+ Employees,Company - Private,$1 to $2 billion (USD),"Amstelveen, Netherlands",1987.0,Consulting,"KPMG Data Scientist Salaries in Atlanta, GA Area",0,"$105,859",$76K,$79K,$149K,$157K,"$7,338","$7,338 Avg","$7,338 Avg","$105,859",High Confidence,37k,20k,64k,9.4k,7.4k
"Atlanta, GA",Grid Dynamics,1001 to 5000 Employees,Company - Private,$50 to $100 million (USD),"San Ramon, CA",2006.0,Enterprise Software & Network Solutions,"Grid Dynamics Data Scientist Salaries in Atlanta, GA Area",0,"$107,173",$90K,$91K,$117K,$127K,0,0,0,"$107,173",High Confidence,221,366,481,33,54
"Atlanta, GA",Kabbage,501 to 1000 Employees,Company - Private,$100 to $500 million (USD),"Atlanta, GA",2009.0,Lending,"Kabbage Data Scientist Salaries in Atlanta, GA Area",0,"$118,037",$105K,$106K,$128K,$132K,0,0,0,"$118,037",High Confidence,272,0,299,170,134
"Atlanta, GA",AT&T,10000+ Employees,Company - Public (T),$10+ billion (USD),"Dallas, TX",1983.0,Telecommunications Services,"AT&T Data Scientist Salaries in Atlanta, GA Area",0,"$112,416",$85K,$90K,$122K,$123K,"$10,000","$10,000 Avg","$10,000 Avg","$113,769",High Confidence,30k,5.9k,48k,4.3k,12k
"Atlanta, GA",State Farm,10000+ Employees,Company - Private,$10+ billion (USD),"Bloomington, IL",1922.0,Insurance Carriers,"State Farm Data Scientist Salaries in Atlanta, GA Area",0,"$96,138",$85K,$86K,$105K,$107K,"$7,764","$7,764 Avg","$7,764 Avg","$98,922",High Confidence,13k,19k,17k,2.5k,3.9k
"Atlanta, GA",Siemens,10000+ Employees,Company - Public (SIE),$10+ billion (USD),"Munich, Germany",1847.0,Electrical & Electronic Manufacturing,"Siemens Data Scientist Salaries in Atlanta, GA Area",0,"$85,773",$85K,$85K,$102K,$107K,"$6,256","$6,256 Avg","$6,256 Avg","$85,773",High Confidence,14k,16k,22k,2.5k,3.7k
"Atlanta, GA",CareerBuilder,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Chicago, IL",1995.0,Internet,"CareerBuilder Data Scientist Salaries in Atlanta, GA Area",INTERNSHIP,"$64,906",$64K,$64K,$67K,$67K,0,0,0,"$64,906",Low Confidence,1.4k,23,2.1k,201,448
"Atlanta, GA",CareerBuilder,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Chicago, IL",1995.0,Internet,"CareerBuilder Data Scientist Salaries in Atlanta, GA Area",INTERNSHIP,"$64,906",$64K,$64K,$67K,$67K,0,0,0,"$64,906",Low Confidence,1.4k,23,0,201,448
"Atlanta, GA",Newell Brands,10000+ Employees,Company - Public (NWL),$10+ billion (USD),"Atlanta, GA",,Consumer Products Manufacturing,"Newell Brands Data Scientist Salaries in Atlanta, GA Area",0,"$99,742",$99K,$99K,$100K,$100K,"$9,905","$9,905 Avg","$9,905 Avg","$109,760",High Confidence,1.1k,736,2.0k,233,456
"Atlanta, GA",Catalina,1001 to 5000 Employees,Company - Private,$500 million to $1 billion (USD),"Saint Petersburg, FL",1983.0,Advertising & Marketing,"Catalina Data Scientist Salaries in Atlanta, GA Area",0,"$115,809",$111K,$112K,$135K,$141K,0,0,0,"$115,809",High Confidence,424,26,636,86,171
"Atlanta, GA",Greensky,1001 to 5000 Employees,Company - Public (GSKY),Unknown / Non-Applicable,"Brookhaven, GA",2006.0,Lending,"Greensky Data Scientist Salaries in Atlanta, GA Area",0,"$102,412",$96K,$96K,$115K,$117K,0,0,0,"$102,412",Low Confidence,253,35,464,45,48
"Atlanta, GA",CATALINA MARKETING,Unknown,Company - Public,Unknown / Non-Applicable,"Milan, Italy",,0,"CATALINA MARKETING Data Scientist Salaries in Atlanta, GA Area",0,"$123,403",$107K,$109K,$138K,$139K,0,0,0,"$123,403",Low Confidence,20,0,52,0,0
"Atlanta, GA",Microsoft,10000+ Employees,Company - Public (MSFT),$10+ billion (USD),"Redmond, WA",1975.0,Computer Hardware & Software,"Microsoft Data Scientist Salaries in Atlanta, GA Area",0,"$110,000 - $140,111",0,0,0,0,0,0,0,0,High Confidence,34k,9.8k,90k,11k,12k
"Atlanta, GA",BlackRock,10000+ Employees,Company - Public (BLK),$10+ billion (USD),"New York, NY",1988.0,Investment Banking & Asset Management,"BlackRock Data Scientist Salaries in Atlanta, GA Area",0,"$120,556 - $123,220",0,0,0,0,"$28,751",0,0,0,High Confidence,3.7k,587,7.7k,2.2k,1.2k
"Atlanta, GA",Populus Group,201 to 500 Employees,Company - Private,$100 to $500 million (USD),"Troy, MI",2002.0,Staffing & Outsourcing,"Populus Group Data Scientist Hourly Pay in Atlanta, GA Area",0,$70 - $83,0,0,0,0,0,0,0,0,Low Confidence,435,6,3.1k,50,82
"Atlanta, GA",Stanley Black & Decker,10000+ Employees,Company - Public (SWK),$10+ billion (USD),"New Britain, CT",1843.0,Industrial Manufacturing,"Stanley Black & Decker Data Scientist Salaries in Atlanta, GA Area",0,"$116,068 - $144,864",0,0,0,0,"$15,139",0,0,0,Low Confidence,2.3k,2.1k,3.2k,387,666
"Atlanta, GA",Varian Medical Systems,5001 to 10000 Employees,Company - Public (VAR),$2 to $5 billion (USD),"Palo Alto, CA",1950.0,Biotech & Pharmaceuticals,"Varian Medical Systems Data Scientist Salaries in Atlanta, GA Area",0,"$106,985 - $111,233",0,0,0,0,"$5,134",0,0,0,High Confidence,863,414,1.7k,188,296
"Atlanta, GA",360i,501 to 1000 Employees,Company - Public,$100 to $500 million (USD),"New York, NY",1998.0,Advertising & Marketing,"360i Data Scientist Salaries in Atlanta, GA Area",0,"$76,297 - $93,631",0,0,0,0,"$1,308",0,0,0,Low Confidence,410,23,847,109,82
"Atlanta, GA",Cotiviti,5001 to 10000 Employees,Company - Private,$500 million to $1 billion (USD),"South Jordan, UT",1979.0,IT Services,"Cotiviti Data Scientist Salaries in Atlanta, GA Area",0,"$96,111 - $121,146",0,0,0,0,"$16,520",0,0,0,Low Confidence,708,188,1.0k,119,256
"Atlanta, GA",NCS,10000+ Employees,Company - Private,$1 to $2 billion (USD),"Singapore, Singapore",1981.0,IT Services,"NCS Data Scientist Salaries in Atlanta, GA Area",0,"$75,000 - $75,000",0,0,0,0,0,0,0,0,High Confidence,1.8k,716,1.9k,264,439
"Atlanta, GA",Kaizen Analytix,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Atlanta, GA",,Consulting,"Kaizen Analytix Data Scientist Salaries in Atlanta, GA Area",0,"$80,480 - $80,480",0,0,0,0,0,0,0,0,Low Confidence,4,0,16,1,0
"Atlanta, GA",Cryoocyte,0,0,0,0,0.0,0,"Cryoocyte Data Scientist Salaries in Atlanta, GA Area",0,"$102,481 - $117,549",0,0,0,0,0,0,0,0,Low Confidence,0,0,4,0,0
"Atlanta, GA",Bank of America,10000+ Employees,Company - Public (BAC),$10+ billion (USD),"Charlotte, NC",1904.0,Banks & Credit Unions,"Bank of America Data Scientist Salaries in Atlanta, GA Area",0,"$101,775 - $113,489",0,0,0,0,"$10,531",0,0,0,Low Confidence,30k,4.0k,51k,6.7k,11k
"Atlanta, GA",UPS,10000+ Employees,Company - Public (UPS),$10+ billion (USD),"Atlanta, GA",1907.0,Logistics & Supply Chain,"UPS Data Scientist Salaries in Atlanta, GA Area",0,"$69,214 - $88,798",0,0,0,0,"$4,021",0,0,0,Low Confidence,22k,7.0k,48k,3.3k,5.2k
"Atlanta, GA",Verizon,10000+ Employees,Company - Public (VZ),$10+ billion (USD),"New York, NY",2000.0,Telecommunications Services,"Verizon Data Scientist Salaries in Atlanta, GA Area",0,"$102,627 - $128,266",0,0,0,0,"$21,461",0,0,0,Low Confidence,25k,11k,36k,4.5k,11k
"Atlanta, GA",Macy's,10000+ Employees,Company - Public (M),$10+ billion (USD),"New York, NY",1858.0,"Department, Clothing, & Shoe Stores","Macy's Data Scientist Salaries in Atlanta, GA Area",0,"$85,271 - $105,971",0,0,0,0,0,0,0,0,Low Confidence,24k,28k,32k,7.6k,6.0k
"Atlanta, GA",SunTrust,10000+ Employees,Company - Public (STI),$5 to $10 billion (USD),"Atlanta, GA",1983.0,Banks & Credit Unions,"SunTrust Data Scientist Salaries in Atlanta, GA Area",0,"$108,399 - $117,695",0,0,0,0,"$16,059",0,0,0,Low Confidence,3.1k,16,5.5k,597,892
"Austin, Tx",Oracle,10000+ Employees,Company - Public (ORCL),$10+ billion (USD),"Redwood City, CA",1977.0,Enterprise Software & Network Solutions,"Oracle Data Scientist Salaries in Austin, TX Area",0,"$174,585",$120K,0,0,$175K,0,0,0,"$174,585",Very High Confidence,36k,12k,79k,6.3k,13k
"Austin, Tx",Oracle,10000+ Employees,Company - Public (ORCL),$10+ billion (USD),"Redwood City, CA",1977.0,Enterprise Software & Network Solutions,"Oracle Data Scientist Salaries in Austin, TX Area",0,"$174,585",$120K,0,0,$175K,0,0,0,"$174,585",Very High Confidence,36k,12k,79k,6.3k,13k
"Austin, Tx",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in Austin, TX Area",0,"$126,161",$89K,$112K,$134K,$142K,"$20,852","$15,403 Avg","$15,403 Avg","$128,978",Very High Confidence,76k,19k,127k,11k,22k
"Austin, Tx",Dell Technologies,10000+ Employees,Company - Public (DELL),$10+ billion (USD),"Round Rock, TX",1984.0,IT Services,"Dell Technologies Data Scientist Salaries in Austin, TX Area",0,"$96,352",$66K,$88K,$115K,$136K,"$4,000","$4,000 Avg","$4,000 Avg","$99,000",Very High Confidence,23k,9.0k,34k,3.7k,7.4k
"Austin, Tx",Apple,10000+ Employees,Company - Public (AAPL),$10+ billion (USD),"Cupertino, CA",1976.0,Computer Hardware & Software,"Apple Data Scientist Salaries in Austin, TX Area",0,"$131,124",$102K,0,0,$177K,"$10,536","$10,536 Avg","$10,536 Avg","$134,831",Very High Confidence,25k,0,77k,9.1k,8.4k
"Austin, Tx",General Motors (GM),10000+ Employees,Company - Public (GM),$10+ billion (USD),"Detroit, MI",1908.0,Transportation Equipment Manufacturing,"General Motors (GM) Data Scientist Salaries in Austin, TX Area",0,"$86,400",$73K,$81K,$132K,$144K,"$10,268","$10,268 Avg","$10,268 Avg","$89,078",Very High Confidence,8.3k,250,15k,2.1k,2.4k
"Austin, Tx",eBay,10000+ Employees,Company - Public,$10+ billion (USD),"San Jose, CA",1995.0,Internet,"eBay Data Scientist Salaries in Austin, TX Area",0,"$117,022",$101K,$109K,$130K,$150K,"$10,268","$10,268 Avg","$10,268 Avg","$122,735",Very High Confidence,4.2k,0,10k,1.1k,1.5k
"Austin, Tx",SparkCognition,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Austin, TX",2013.0,Enterprise Software & Network Solutions,"SparkCognition Data Scientist Salaries in Austin, TX Area",0,"$102,389",$88K,$99K,$111K,$131K,0,"$7,617 Avg","$7,617 Avg","$102,389",Very High Confidence,75,32,118,54,31
"Austin, Tx",Walmart,10000+ Employees,Company - Public (WMT),$10+ billion (USD),"Bentonville, AR",1994.0,General Merchandise & Superstores,"Walmart Data Scientist Salaries in Austin, TX Area",0,"$101,461",$91K,$93K,$103K,$120K,"$20,000","$20,000 Avg","$20,000 Avg","$101,941",Very High Confidence,77k,42k,109k,11k,15k
"Austin, Tx",Indeed,10000+ Employees,Company - Private,$2 to $5 billion (USD),"Austin, TX",2004.0,Internet,"Indeed Data Scientist Salaries in Austin, TX Area",0,"$118,086",$85K,$101K,$121K,$153K,"$15,633","$15,633 Avg","$15,633 Avg","$118,086",Very High Confidence,2.1k,3.1k,4.2k,1.3k,790
"Austin, Tx",Applied Materials,10000+ Employees,Company - Public (AMAT),$10+ billion (USD),"Santa Clara, CA",1967.0,Electrical & Electronic Manufacturing,"Applied Materials Data Scientist Salaries in Austin, TX Area",0,"$88,657",$89K,$89K,$90K,$94K,0,0,0,"$88,657",High Confidence,2.4k,2.6k,9.2k,543,653
"Austin, Tx",Visa Inc.,10000+ Employees,Company - Public (V),$10+ billion (USD),"Foster City, CA",1958.0,IT Services,"Visa Inc. Data Scientist Salaries in Austin, TX Area",0,"$142,421",$111K,$113K,$163K,$166K,"$11,396","$11,396 Avg","$11,396 Avg","$142,421",High Confidence,4.3k,1.6k,8.7k,1.5k,1.9k
"Austin, Tx",Facebook,10000+ Employees,Company - Public (FB),$10+ billion (USD),"Menlo Park, CA",2004.0,Internet,"Facebook Data Scientist Salaries in Austin, TX Area",0,"$143,600",$98K,$107K,$179K,$194K,"$29,359","$29,359 Avg","$29,359 Avg","$143,600",High Confidence,8.3k,7.1k,31k,8.0k,2.8k
"Austin, Tx",Civitas Learning,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Austin, TX",2011.0,Enterprise Software & Network Solutions,"Civitas Learning Data Scientist Salaries in Austin, TX Area",0,"$118,857",$112K,$112K,$133K,$134K,0,0,0,"$118,857",High Confidence,91,0,162,25,68
"Austin, Tx",The Home Depot,10000+ Employees,Company - Public (HD),$10+ billion (USD),"Atlanta, GA",1978.0,Home Centers & Hardware Stores,"The Home Depot Data Scientist Salaries in Austin, TX Area",0,"$139,270",$139K,$139K,$140K,$140K,$11,$11 Avg,$11 Avg,"$139,270",High Confidence,32k,24k,71k,5.6k,6.7k
"Austin, Tx",University of Texas at Austin,10000+ Employees,College / University,$1 to $2 billion (USD),"Austin, TX",1883.0,Colleges & Universities,"University of Texas at Austin Data Scientist Salaries in Austin, TX Area",0,"$111,995",$90K,$93K,$132K,$136K,0,0,0,"$111,995",High Confidence,3.4k,686,6.1k,309,913
"Austin, Tx",Cloudflare,501 to 1000 Employees,Company - Public (NET),Unknown / Non-Applicable,"San Francisco, CA",2010.0,Internet,"Cloudflare Data Scientist Salaries in Austin, TX Area",0,"$144,466",$132K,$134K,$153K,$154K,0,"$51,342 Avg","$51,342 Avg","$144,466",Low Confidence,218,404,566,335,103
"Austin, Tx",HomeAway,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Austin, TX",,0,"HomeAway Data Scientist Salaries in Austin, TX Area",0,"$127,806",$84K,$91K,$146K,$147K,0,0,0,"$127,806",Low Confidence,33,0,285,6,11
"Austin, Tx",Abodewell,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Austin, TX",2017.0,Real Estate,"Abodewell Data Scientist Salaries in Austin, TX Area",0,"$104,760",$103K,$103K,$125K,$131K,0,0,0,"$104,760",Low Confidence,15,0,22,23,0
"Austin, Tx",Amazon,10000+ Employees,Company - Public (AMZN),$10+ billion (USD),"Seattle, WA",1994.0,Internet,"Amazon Data Scientist Salaries in Austin, TX Area",0,"$113,784 - $155,274",0,0,0,0,0,0,0,0,Low Confidence,91k,144k,171k,34k,20k
"Austin, Tx",Booz Allen Hamilton,10000+ Employees,Company - Public (BAH),$5 to $10 billion (USD),"McLean, VA",1914.0,Consulting,"Booz Allen Hamilton Data Scientist Salaries in Austin, TX Area",0,"$122,326 - $158,753",0,0,0,0,0,0,0,0,High Confidence,6.5k,2.7k,16k,1.7k,2.0k
"Austin, Tx",CCC Intelligent Solutions,1001 to 5000 Employees,Company - Private,$500 million to $1 billion (USD),"Chicago, IL",1980.0,Enterprise Software & Network Solutions,"CCC Intelligent Solutions Data Scientist Salaries in Austin, TX Area",0,"$86,847 - $104,831",0,0,0,0,"$15,725",0,0,0,High Confidence,349,72,763,75,77
"Austin, Tx",Zilliant,51 to 200 Employees,Company - Private,$25 to $50 million (USD),"Austin, TX",1999.0,Enterprise Software & Network Solutions,"Zilliant Data Scientist Salaries in Austin, TX Area",0,"$97,182 - $154,186",0,0,0,0,"$33,040",0,0,0,Low Confidence,46,7,107,11,10
"Austin, Tx",Hypergiant,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Austin, TX",2018.0,Enterprise Software & Network Solutions,"Hypergiant Data Scientist Salaries in Austin, TX Area",0,"$92,211 - $116,053",0,0,0,0,0,0,0,0,Low Confidence,70,18,48,1,5
"Austin, Tx",Vast,51 to 200 Employees,Company - Private,$1 to $5 million (USD),"Austin, TX",,Internet,"Vast Data Scientist Salaries in Austin, TX Area",0,"$119,705 - $138,804",0,0,0,0,0,0,0,0,Low Confidence,38,6,41,0,6
"Austin, Tx",Cintra,1001 to 5000 Employees,Subsidiary or Business Segment,$1 to $2 billion (USD),"Austin, TX",1998.0,Transportation Management,"Cintra Data Scientist Salaries in Austin, TX Area",0,"$85,227 - $92,000",0,0,0,0,"$4,127",0,0,0,Low Confidence,32,0,45,11,20
"Austin, Tx",Adometry,1 to 50 Employees,Company - Private,$1 to $5 million (USD),"Austin, TX",2005.0,Internet,"Adometry Data Scientist Salaries in Austin, TX Area",0,"$84,907 - $87,835",0,0,0,0,0,0,0,0,Low Confidence,9,0,22,2,1
"Austin, Tx",Square Root,1 to 50 Employees,Company - Private,$1 to $5 million (USD),"Austin, TX",2006.0,Computer Hardware & Software,"Square Root Data Scientist Salaries in Austin, TX Area",0,"$65,511 - $97,027",0,0,0,0,0,0,0,0,Low Confidence,14,0,16,10,3
"Austin, Tx",Google,10000+ Employees,Company - Public (GOOG),$10+ billion (USD),"Mountain View, CA",1998.0,Internet,"Google Data Scientist Salaries in Austin, TX Area",0,"$76,276 - $132,007",0,0,0,0,0,0,0,0,Low Confidence,25k,4.0k,64k,14k,6.4k
"Austin, Tx",State Street,10000+ Employees,Company - Public (STT),$10+ billion (USD),"Boston, MA",1792.0,Investment Banking & Asset Management,"State Street Data Scientist Salaries in Austin, TX Area",0,"$157,018 - $215,112",0,0,0,0,0,0,0,0,Low Confidence,6.8k,1.4k,11k,1.5k,2.0k
"Austin, Tx",Unum,5001 to 10000 Employees,Company - Public (UNM),$10+ billion (USD),"Chattanooga, TN",1848.0,Insurance Carriers,"Unum Data Scientist Salaries in Austin, TX Area",0,"$73,120 - $78,056",0,0,0,0,0,0,0,0,Low Confidence,1.2k,137,2.2k,421,403
"Austin, Tx",Zynga,1001 to 5000 Employees,Company - Public (ZNGA),$500 million to $1 billion (USD),"San Francisco, CA",2007.0,Video Games,"Zynga Data Scientist Salaries in Austin, TX Area",0,"$132,716 - $147,452",0,0,0,0,"$13,828",0,0,0,Low Confidence,1.0k,305,2.0k,403,320
"Austin, Tx",Mu Sigma,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Northbrook, IL",2004.0,Consulting,"Mu Sigma Data Scientist Salaries in Austin, TX Area",0,"$62,835 - $69,539",0,0,0,0,"$3,158",0,0,0,Low Confidence,3.6k,9,4.7k,1.6k,632
"Austin, Tx",Vrbo,1001 to 5000 Employees,Company - Public,$100 to $500 million (USD),"Austin, TX",2005.0,Internet,"Vrbo Data Scientist Salaries in Austin, TX Area",0,"$116,821 - $133,484",0,0,0,0,0,0,0,0,Low Confidence,769,14,1.1k,297,270
